checkpoint,data,success_rate,reformat_type,num_options
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/forget05.json,0.305,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/forget05.json,0.26,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/forget05.json,0.28,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/forget05.json,0.29,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/forget05.json,0.305,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/forget05.json,0.285,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625,./data_reformat/analogy/mcqa/retain95.json,0.34789473684210526,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/retain95.json,0.3489473684210526,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/retain95.json,0.3494736842105263,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/retain95.json,0.3373684210526316,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/retain95.json,0.31973684210526315,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/retain95.json,0.29947368421052634,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/retain95.json,0.34868421052631576,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/retain95.json,0.3455263157894737,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/retain95.json,0.33657894736842103,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/retain95.json,0.32973684210526316,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/retain95.json,0.32789473684210524,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/retain95.json,0.3481578947368421,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/retain95.json,0.3505263157894737,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/retain95.json,0.3410526315789474,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/retain95.json,0.3236842105263158,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/retain95.json,0.3105263157894737,analogy-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625,./data_reformat/analogy/mcqa/forget05.json,0.375,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/forget05.json,0.375,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/forget05.json,0.365,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/forget05.json,0.375,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/forget05.json,0.34,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/forget05.json,0.32,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/forget05.json,0.36,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/forget05.json,0.355,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/forget05.json,0.33,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/forget05.json,0.325,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/forget05.json,0.335,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/forget05.json,0.37,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/forget05.json,0.385,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/forget05.json,0.37,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/forget05.json,0.345,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/forget05.json,0.33,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625,./data_reformat/analogy/mcqa/retain95.json,0.4236842105263158,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/retain95.json,0.42973684210526314,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/retain95.json,0.42026315789473684,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/retain95.json,0.40578947368421053,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/retain95.json,0.3944736842105263,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/retain95.json,0.3857894736842105,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/retain95.json,0.4218421052631579,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/retain95.json,0.42473684210526313,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/retain95.json,0.41578947368421054,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/retain95.json,0.41657894736842105,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/retain95.json,0.4139473684210526,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/retain95.json,0.42789473684210527,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/retain95.json,0.41657894736842105,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/retain95.json,0.4131578947368421,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/retain95.json,0.4060526315789474,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/retain95.json,0.3986842105263158,analogy-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625,./data_reformat/analogy/mcqa/forget05.json,0.555,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/forget05.json,0.56,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/forget05.json,0.575,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/forget05.json,0.59,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/forget05.json,0.59,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/forget05.json,0.525,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/forget05.json,0.555,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/forget05.json,0.555,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/forget05.json,0.57,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/forget05.json,0.57,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/forget05.json,0.56,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/forget05.json,0.555,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/forget05.json,0.565,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/forget05.json,0.59,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/forget05.json,0.575,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/forget05.json,0.54,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625,./data_reformat/analogy/mcqa/retain95.json,0.5478947368421052,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/retain95.json,0.5492105263157895,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/retain95.json,0.5513157894736842,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/retain95.json,0.5507894736842105,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/retain95.json,0.5347368421052632,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/retain95.json,0.53,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/retain95.json,0.5471052631578948,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/retain95.json,0.5471052631578948,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/retain95.json,0.5418421052631579,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/retain95.json,0.5439473684210526,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/retain95.json,0.5431578947368421,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-6,./data_reformat/analogy/mcqa/retain95.json,0.5497368421052632,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-12,./data_reformat/analogy/mcqa/retain95.json,0.5510526315789473,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-18,./data_reformat/analogy/mcqa/retain95.json,0.5505263157894736,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-24,./data_reformat/analogy/mcqa/retain95.json,0.5481578947368421,analogy-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-30,./data_reformat/analogy/mcqa/retain95.json,0.5471052631578948,analogy-mcqa,2
